,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.9632720947265625,0.9607039655200562,0.9243795161797047,0.9290495737290811,0.9945914883547984
1,mask\faceMask1_ttt_117_1_2.jpg,0.9668731689453125,0.9555932827425392,0.9149627888758324,0.9428075556990636,0.9687305602786879
2,mask\faceMask1_ttt_136_1_2.jpg,0.96173095703125,0.9276190476190476,0.8650088809946714,0.8890794423545032,0.9696512610112223
3,mask\faceMask1_ttt_160_0_1.jpg,0.956634521484375,0.9498517786561265,0.9044930604563632,0.9300597809184837,0.9705044531785237
4,mask\faceMask1_ttt_173_0_1.jpg,0.946136474609375,0.9432530624055558,0.8926007058537179,0.9555729268451567,0.9312468257998985
5,mask\faceMask1_ttt_175_0_1.jpg,0.963287353515625,0.9556710148131771,0.9151053244416216,0.9212162114161901,0.9928032768058799
6,mask\faceMask1_ttt_181_0_1.jpg,0.9700927734375,0.9653832567997174,0.9330829634687606,0.9411157024793388,0.9909354604786077
7,mask\faceMask1_ttt_184_0_1.jpg,0.965362548828125,0.9612614765009045,0.9254123677465992,0.9409327809701992,0.9824879648363916
8,mask\faceMask1_ttt_196_1_2.jpg,0.9688568115234375,0.9601234784987202,0.9233052758154217,0.9409489526289587,0.9800957319505385
9,mask\faceMask1_ttt_212_0_1.jpg,0.959381103515625,0.9499247554552295,0.9046254165024542,0.9224726900734354,0.9790608398929777
10,mask\faceMask1_ttt_214_0_1.jpg,0.964569091796875,0.9598436635307139,0.922787882818475,0.9481362533738767,0.9718438101908597
11,mask\faceMask1_ttt_226_1_2.jpg,0.9644622802734375,0.9547036972207635,0.9133330852528561,0.9241311796377876,0.9873682516694826
12,mask\faceMask1_ttt_236_1_2.jpg,0.9616851806640625,0.9583989131695355,0.9201208843645617,0.9297630910668938,0.9888547008547008
13,mask\faceMask1_ttt_6302_0_1.jpg,0.96099853515625,0.9406575037147102,0.8879635311650741,0.8945509140687097,0.9917751884852639
14,mask\faceMask1_ttt_6342_0_1.jpg,0.959716796875,0.9548825922001571,0.913660594564542,0.9286331604839781,0.9826591628561379
15,mask\faceMask1_ttt_6371_1_2.jpg,0.956329345703125,0.9351108692694872,0.8781297904956566,0.8893776685211541,0.9858023806109278
16,mask\faceMask1_ttt_6373_1_2.jpg,0.96478271484375,0.9543566823557331,0.9126981124938534,0.926186089359742,0.9842946887492862
17,mask\faceMask1_ttt_6375_0_1.jpg,0.971527099609375,0.9619974746446173,0.9267775859362738,0.9390481491789591,0.9860966139200869
18,mask\faceMask1_ttt_6379_0_1.jpg,0.964813232421875,0.9574460232515225,0.9183659020107618,0.9233671471792134,0.9941368078175896
19,mask\faceMask1_ttt_6391_0_1.jpg,0.965576171875,0.9525312460547911,0.9093648306616849,0.9375388311311768,0.968010948124706
20,mask\faceMask1_ttt_6446_0_1.jpg,0.9540863037109375,0.9477776427914404,0.9007389325064327,0.9082895349610804,0.9908553180680045
21,mask\faceMask1_ttt_6501_0_1.jpg,0.972564697265625,0.9683472994859518,0.9386369065902188,0.9468773669352062,0.9908134591829383
22,mask\faceMask1_ttt_6513_1_2.jpg,0.956634521484375,0.9492046470062555,0.9033201796162743,0.9205116649911602,0.9797439397852636
23,mask\faceMask1_ttt_6514_0_1.jpg,0.96600341796875,0.9510178956162335,0.9066102192228696,0.927089584226318,0.9762141180718541
24,mask\faceMask1_ttt_6567_0_1.jpg,0.942474365234375,0.9523183163433081,0.9089767733835531,0.9227677148949729,0.9838241827161784
25,mask\faceMask1_ttt_6591_2_3.jpg,0.96875,0.9600577290634629,0.9231836765312629,0.9375666615876885,0.983654384141955
26,mask\faceMask1_ttt_65_0_1.jpg,0.949676513671875,0.9170606578815008,0.8468255074079235,0.9356013957307061,0.8992404813572696
27,mask\faceMask1_ttt_7392_0_1.jpg,0.9716796875,0.9706068668440391,0.9428923076923077,0.9684596422476456,0.9727636340549807
28,mask\faceMask1_ttt_7448_0_1.jpg,0.968170166015625,0.9689841798501249,0.9398344437714516,0.9477894124490983,0.9911485582187614
29,mask\faceMask1_ttt_7467_0_1.jpg,0.956298828125,0.9501722398134939,0.9050744092008882,0.9133081373958996,0.9901374234018637
30,mask\faceMask1_ttt_7545_0_1.jpg,0.971954345703125,0.9660359228324341,0.9343031776101798,0.9470995325917606,0.9857449937775766
31,mask\faceMask1_ttt_7574_0_1.jpg,0.95263671875,0.9463514120778458,0.8981660706669728,0.9224056603773585,0.9715735680317978
32,mask\faceMask1_ttt_7790_0_1.jpg,0.955108642578125,0.9451385521948309,0.8959835949653514,0.9078598552697571,0.9856098319850654
33,mask\faceMask1_ttt_7985_0_1.jpg,0.967529296875,0.9559475013455886,0.9156124836419876,0.9318723009242442,0.981299672744273
34,mask\faceMask1_ttt_82_0_1.jpg,0.9412078857421875,0.9335815621175294,0.8754364412259149,0.9532509592706023,0.9147074719632482
35,mask\faceMask1_ttt_83_0_1.jpg,0.94000244140625,0.924314752078842,0.8592799370123828,0.9440119525045215,0.9054227317293914
36,mask\faceMask1_ttt_92_2_3.jpg,0.96783447265625,0.9627443356544485,0.9281649344010905,0.9386889991728702,0.9880650076180802
37,mask\faceMask1_ttt_96_2_3.jpg,0.8234100341796875,0.808219405087414,0.6781612391890764,0.9505730100569112,0.7029488916433657
38,mask\faceMsak_caiyilin_0_0_5.jpg,0.95880126953125,0.9347321601237673,0.8774621040210584,0.8948026102651918,0.9783917817924194
39,mask\faceMsak_chenweiting_1_0_12.jpg,0.9750823974609375,0.9678827810010816,0.9377643965090133,0.9522814350400557,0.9840038390786211
40,mask\faceMsak_chenweiting_1_0_17.jpg,0.9568634033203125,0.9387472103655233,0.8845651286239281,0.9461064768310259,0.9315015479876161
