,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.965087890625,0.9624991804890841,0.9277093206951027,0.9342327150084317,0.9925294932900652
1,mask\faceMask1_ttt_117_1_2.jpg,0.96392822265625,0.952070070151251,0.908524552103084,0.9313737157364433,0.9737071289345995
2,mask\faceMask1_ttt_136_1_2.jpg,0.962921142578125,0.9294343129283308,0.868171214669343,0.895924308588064,0.9655484493785447
3,mask\faceMask1_ttt_160_0_1.jpg,0.9347381591796875,0.923278382693239,0.8574903371984539,0.918647818947669,0.9279558648541448
4,mask\faceMask1_ttt_173_0_1.jpg,0.93798828125,0.9347651610003532,0.8775202676230373,0.9455413392219264,0.924231843575419
5,mask\faceMask1_ttt_175_0_1.jpg,0.962249755859375,0.9545203867789258,0.9129976086650724,0.9181962864721486,0.9938368487539716
6,mask\faceMask1_ttt_181_0_1.jpg,0.968475341796875,0.9635664656297395,0.9296944123051794,0.9379935452859988,0.990572878897752
7,mask\faceMask1_ttt_184_0_1.jpg,0.9603729248046875,0.956151755111689,0.9159873188405797,0.9265076404567913,0.9877555291983534
8,mask\faceMask1_ttt_196_1_2.jpg,0.9688262939453125,0.9606532750418889,0.9242856613423267,0.9287602874911556,0.9948145193458316
9,mask\faceMask1_ttt_212_0_1.jpg,0.9516448974609375,0.941562632539785,0.8895780340778424,0.8976793248945147,0.9899569583931134
10,mask\faceMask1_ttt_214_0_1.jpg,0.969970703125,0.9657953281423804,0.9338531863404141,0.958697077395535,0.9729994746979513
11,mask\faceMask1_ttt_226_1_2.jpg,0.9624176025390625,0.952260965634873,0.9088722805978985,0.9188329904619412,0.9882130501247084
12,mask\faceMask1_ttt_236_1_2.jpg,0.9564666748046875,0.9525977370528519,0.9094860406091371,0.9266250767689175,0.980068376068376
13,mask\faceMask1_ttt_6302_0_1.jpg,0.962493896484375,0.9427706635622817,0.891737138830162,0.898863434558693,0.991187701948497
14,mask\faceMask1_ttt_6342_0_1.jpg,0.9595947265625,0.9548153709644391,0.9135375171422974,0.9272221117518393,0.9841013014421386
15,mask\faceMask1_ttt_6371_1_2.jpg,0.9592132568359375,0.9389767824121636,0.8849728892331526,0.8986628211851075,0.9830775849706009
16,mask\faceMask1_ttt_6373_1_2.jpg,0.9628143310546875,0.9518788381415004,0.9081763376036172,0.9224616326686823,0.98323407032716
17,mask\faceMask1_ttt_6375_0_1.jpg,0.9699249267578125,0.9599447233117239,0.9229747156981516,0.9351441241685144,0.9860966139200869
18,mask\faceMask1_ttt_6379_0_1.jpg,0.9638824462890625,0.9564417290811726,0.9165197150313888,0.9200240742051972,0.9958612761065339
19,mask\faceMask1_ttt_6391_0_1.jpg,0.963470458984375,0.9496974281391831,0.9042131796903133,0.9334958073443761,0.9664713680879271
20,mask\faceMask1_ttt_6446_0_1.jpg,0.9522247314453125,0.9456225359940257,0.896853895569099,0.9068016787689028,0.9879159560184345
21,mask\faceMask1_ttt_6501_0_1.jpg,0.9704132080078125,0.9658728901561153,0.9339982299680033,0.9442513507002994,0.9885078175661071
22,mask\faceMask1_ttt_6513_1_2.jpg,0.9586029052734375,0.9517851747854058,0.9080058322878166,0.9181238428306933,0.9880087075231524
