,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.967193603515625,0.9646555975669899,0.9317243569387107,0.9389701411335488,0.99178582293885
1,mask\faceMask1_ttt_117_1_2.jpg,0.96722412109375,0.9559962305895849,0.9157018955300027,0.9446176268167281,0.9676523037365736
2,mask\faceMask1_ttt_136_1_2.jpg,0.95477294921875,0.916076788040093,0.8451491562614284,0.8630495091762698,0.9760468203209847
3,mask\faceMask1_ttt_160_0_1.jpg,0.96246337890625,0.9571279191355874,0.9177807486631016,0.9262319964920566,0.9901561316842751
4,mask\faceMask1_ttt_173_0_1.jpg,0.97625732421875,0.9755591857250565,0.9522845752836553,0.9656094527363184,0.9857160995429152
5,mask\faceMask1_ttt_175_0_1.jpg,0.96405029296875,0.9564896210386348,0.9166076737930058,0.9240321141837645,0.9913103395475251
6,mask\faceMask1_ttt_181_0_1.jpg,0.9694366455078125,0.9645065830276611,0.931446368676843,0.9432294735382802,0.9867657722987673
7,mask\faceMask1_ttt_184_0_1.jpg,0.958740234375,0.954614119305784,0.9131691339391799,0.9199340062111802,0.9920114421265611
8,mask\faceMask1_ttt_196_1_2.jpg,0.9742889404296875,0.967237658221695,0.9365539573763084,0.9435529759872539,0.9921420023932987
9,mask\faceMask1_ttt_212_0_1.jpg,0.9564971923828125,0.9471772923498787,0.8996550753202872,0.9069330116378087,0.9911590212881461
10,mask\faceMask1_ttt_214_0_1.jpg,0.9700469970703125,0.9657363285681869,0.9337428696796841,0.9626948775055679,0.9687970583085274
11,mask\faceMask1_ttt_226_1_2.jpg,0.9661407470703125,0.9567690779091742,0.9171210876223201,0.9276189037059424,0.9878107651460295
12,mask\faceMask1_ttt_236_1_2.jpg,0.9619293212890625,0.9587255372297309,0.9207231825114387,0.9287797685823264,0.9906666666666667
13,mask\faceMask1_ttt_6302_0_1.jpg,0.966796875,0.948737278552582,0.9024740050197203,0.9143583689038235,0.9858024086948007
14,mask\faceMask1_ttt_6342_0_1.jpg,0.9640350341796875,0.9597870779519901,0.9226832868623913,0.9319153165689296,0.98937741822019
15,mask\faceMask1_ttt_6371_1_2.jpg,0.95587158203125,0.9342637632404418,0.876636949195922,0.8906175514626219,0.9824083369185908
16,mask\faceMask1_ttt_6373_1_2.jpg,0.9651336669921875,0.9545590136223526,0.9130682898991821,0.931279345000194,0.979032389654891
17,mask\faceMask1_ttt_6375_0_1.jpg,0.9710845947265625,0.96132574134166,0.9255314968365622,0.9402746726285531,0.9833409878501942
