,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.962310791015625,0.9596708356464095,0.9224684537635759,0.9281495752139721,0.9934083764324105
1,mask\faceMask1_ttt_117_1_2.jpg,0.96527099609375,0.9538505211079119,0.9117726867465209,0.9331878595516763,0.9754489279641687
2,mask\faceMask1_ttt_136_1_2.jpg,0.9539794921875,0.9146044509881647,0.8426462148484374,0.8616623986342297,0.9744780982261373
3,mask\faceMask1_ttt_160_0_1.jpg,0.9576416015625,0.951820611614426,0.9080703381130576,0.9175506106742513,0.9887498647820286
4,mask\faceMask1_ttt_173_0_1.jpg,0.9739990234375,0.9734513274336284,0.9482758620689655,0.95593635250918,0.9916201117318436
5,mask\faceMask1_ttt_175_0_1.jpg,0.962432861328125,0.954735990586851,0.913392197558659,0.9184972938554601,0.9939516900815374
6,mask\faceMask1_ttt_181_0_1.jpg,0.970184326171875,0.965458723705144,0.9332239764882783,0.9419799931010693,0.9901377810007251
7,mask\faceMask1_ttt_184_0_1.jpg,0.9567108154296875,0.9524192872117401,0.9091607697480067,0.917148486708227,0.9905114072420289
8,mask\faceMask1_ttt_196_1_2.jpg,0.97296142578125,0.9656055900621118,0.9334984613075133,0.9404158790170132,0.9921818907060231
9,mask\faceMask1_ttt_212_0_1.jpg,0.957977294921875,0.9489659773182122,0.9028879720723579,0.9087843833185448,0.9928651750746442
10,mask\faceMask1_ttt_214_0_1.jpg,0.969451904296875,0.965330932012607,0.9329852045256745,0.9548148401904697,0.9760812467168622
11,mask\faceMask1_ttt_226_1_2.jpg,0.962677001953125,0.9525085430257845,0.9093234476367007,0.9205509269684005,0.9867648242014643
12,mask\faceMask1_ttt_236_1_2.jpg,0.9552764892578125,0.9506141636758834,0.9058766859344894,0.9372072161865843,0.9644102564102565
13,mask\faceMask1_ttt_6302_0_1.jpg,0.961761474609375,0.9416150225991332,0.8896715681958264,0.8982930298719772,0.9893273279154019
14,mask\faceMask1_ttt_6342_0_1.jpg,0.96185302734375,0.9573058269007445,0.9181079664570231,0.9303591582022174,0.9858600070348223
15,mask\faceMask1_ttt_6371_1_2.jpg,0.9554901123046875,0.9340358653128604,0.8762357333785905,0.8862758561496867,0.987236483579521
16,mask\faceMask1_ttt_6373_1_2.jpg,0.963775634765625,0.9530570276042079,0.9103237260605145,0.9248215519226342,0.9830708982622175
17,mask\faceMask1_ttt_6375_0_1.jpg,0.9692840576171875,0.9591227535790436,0.9214561629404191,0.9336601565588677,0.9860131100997871
18,mask\faceMask1_ttt_6379_0_1.jpg,0.9653778076171875,0.9581063865142814,0.9195817827396775,0.9244637639848927,0.9942900938877179
19,mask\faceMask1_ttt_6391_0_1.jpg,0.965667724609375,0.9537360694164576,0.9115635563241884,0.9184586749039642,0.9918316725826455
20,mask\faceMask1_ttt_6446_0_1.jpg,0.95745849609375,0.951376050786564,0.9072614176895186,0.9158523891071488,0.9897666654570526
21,mask\faceMask1_ttt_6501_0_1.jpg,0.9707183837890625,0.9662972654946523,0.9347922117639064,0.9427367122442686,0.9910656387347792
22,mask\faceMask1_ttt_6513_1_2.jpg,0.9596710205078125,0.952940548047647,0.9101112131415162,0.9208534067446662,0.9873445744013578
23,mask\faceMask1_ttt_6514_0_1.jpg,0.9649810791015625,0.9497580945292147,0.9043231750531537,0.9221612889512392,0.9790575916230366
24,mask\faceMask1_ttt_6567_0_1.jpg,0.943572998046875,0.9533493124763467,0.9108571979558384,0.9215423261712558,0.9874304230799383
