,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.9662628173828125,0.9636927927484112,0.9299296444190911,0.9370569074535352,0.9918872325321976
1,mask\faceMask1_ttt_117_1_2.jpg,0.963897705078125,0.9521614299001172,0.9086909539981476,0.9290195304793845,0.976485713100817
2,mask\faceMask1_ttt_136_1_2.jpg,0.9590911865234375,0.9230327562943186,0.8570666951004958,0.8804425214962485,0.9699529383371546
3,mask\faceMask1_ttt_160_0_1.jpg,0.9599609375,0.9542681864129109,0.9125362487917069,0.9234946871310508,0.9871633072512891
4,mask\faceMask1_ttt_173_0_1.jpg,0.967864990234375,0.9672034135858224,0.9364897466827503,0.949373280342403,0.9857160995429152
5,mask\faceMask1_ttt_175_0_1.jpg,0.96307373046875,0.9554245717443359,0.9146535002645036,0.9207583342208968,0.9928032768058799
6,mask\faceMask1_ttt_181_0_1.jpg,0.9542236328125,0.9457190417601505,0.8970275279741883,0.943874602715978,0.9475707034082669
7,mask\faceMask1_ttt_184_0_1.jpg,0.9593963623046875,0.9550787514560156,0.914019839090116,0.9253213830100422,0.986813646828996
8,mask\faceMask1_ttt_196_1_2.jpg,0.97247314453125,0.9649640706933386,0.9323000713025856,0.9403103709311128,0.9909453530115676
9,mask\faceMask1_ttt_212_0_1.jpg,0.9607391357421875,0.9519899986938593,0.908378734465691,0.9174938857718314,0.9891814339447051
10,mask\faceMask1_ttt_214_0_1.jpg,0.97027587890625,0.9661052338530066,0.9344328508919556,0.9600580973129993,0.9722290316932236
11,mask\faceMask1_ttt_226_1_2.jpg,0.9642333984375,0.9543986615306799,0.9127749041789156,0.9240883062085594,0.9867648242014643
12,mask\faceMask1_ttt_236_1_2.jpg,0.95703125,0.9533017147026633,0.9107703032415476,0.9256408604920778,0.9826666666666667
13,mask\faceMask1_ttt_6302_0_1.jpg,0.96661376953125,0.9485805602556872,0.9021904336164506,0.9121395643134773,0.9880544404190738
14,mask\faceMask1_ttt_6342_0_1.jpg,0.9588623046875,0.9542026228171502,0.9124163472159054,0.9227281687364478,0.9879001055223355
15,mask\faceMask1_ttt_6371_1_2.jpg,0.9592132568359375,0.9388846971671583,0.8848093083387201,0.899815934788325,0.9815000717051484
16,mask\faceMask1_ttt_6373_1_2.jpg,0.9648590087890625,0.9543969426347994,0.9127717597151731,0.9273482895293801,0.9830708982622175
17,mask\faceMask1_ttt_6375_0_1.jpg,0.970123291015625,0.9602371958896876,0.923515625,0.9347989403345064,0.9870986597636842
18,mask\faceMask1_ttt_6379_0_1.jpg,0.967071533203125,0.9600695729405669,0.9232055798726024,0.9282264123940034,0.9941751293351216
19,mask\faceMask1_ttt_6391_0_1.jpg,0.9650115966796875,0.9516968254302627,0.9078450285346837,0.9377698439056792,0.9660437069665997
20,mask\faceMask1_ttt_6446_0_1.jpg,0.9507904052734375,0.9443821678020178,0.8946250612644993,0.8998291047719206,0.9935769495953841
21,mask\faceMask1_ttt_6501_0_1.jpg,0.9730377197265625,0.9688387267436733,0.9395608154330278,0.9489411683421425,0.9895885870739967
22,mask\faceMask1_ttt_6513_1_2.jpg,0.9579620361328125,0.951014384523746,0.9066038375483083,0.9178049282723592,0.9867173375641073
23,mask\faceMask1_ttt_6514_0_1.jpg,0.96417236328125,0.9487470531738409,0.9024916943521595,0.9186675684815692,0.9808629716555335
24,mask\faceMask1_ttt_6567_0_1.jpg,0.9409332275390625,0.9510625655807132,0.9066914139709782,0.921168633981486,0.9829618208900619
25,mask\faceMask1_ttt_6591_2_3.jpg,0.96728515625,0.9581086361860102,0.919585927537319,0.9373040752351097,0.9798577252018223
26,mask\faceMask1_ttt_65_0_1.jpg,0.960845947265625,0.9397086466165414,0.8862739883880689,0.8973703105367079,0.9862398895245611
27,mask\faceMask1_ttt_7392_0_1.jpg,0.9751739501953125,0.9742265591585219,0.9497482780986503,0.9723320158102767,0.9761284997777919
28,mask\faceMask1_ttt_7448_0_1.jpg,0.9686126708984375,0.9693483735415517,0.9405199086256253,0.9501358338445359,0.9893539360019467
