,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.9655303955078125,0.9630308485393995,0.928697683227069,0.9334115855592919,0.9945914883547984
1,mask\faceMask1_ttt_117_1_2.jpg,0.966033935546875,0.9547192839707079,0.9133616160043592,0.9369185930450753,0.9732094720690084
2,mask\faceMask1_ttt_136_1_2.jpg,0.9531097412109375,0.9136967450220462,0.8411065149948294,0.8546734618819944,0.981477012187764
3,mask\faceMask1_ttt_160_0_1.jpg,0.9562530517578125,0.9494365178744644,0.9037402632285791,0.9291977354322011,0.970576569429921
4,mask\faceMask1_ttt_173_0_1.jpg,0.904052734375,0.898001557228134,0.814884597268017,0.9182590233545648,0.8786185881157949
5,mask\faceMask1_ttt_175_0_1.jpg,0.9637603759765625,0.9561719168096846,0.9160243264267025,0.9230741822846148,0.9917314244152663
6,mask\faceMask1_ttt_181_0_1.jpg,0.969757080078125,0.9649141440963002,0.93220686824463,0.9427187824282255,0.9881798404641045
7,mask\faceMask1_ttt_184_0_1.jpg,0.9596405029296875,0.955437621093421,0.9146774193548387,0.9239466909967741,0.9891509104862903
8,mask\faceMask1_ttt_196_1_2.jpg,0.97412109375,0.9670103092783504,0.936127744510978,0.9436977980258162,0.9915037893897088
9,mask\faceMask1_ttt_212_0_1.jpg,0.9601593017578125,0.951133237259269,0.9068198850861854,0.9192533101801607,0.9853038117026639
10,mask\faceMask1_ttt_214_0_1.jpg,0.9701080322265625,0.9657559389585192,0.9337795355440625,0.9641211782772582,0.9673962528453861
11,mask\faceMask1_ttt_226_1_2.jpg,0.9642333984375,0.9544376627920538,0.9128462539505484,0.9233864901459305,0.9876498511545578
12,mask\faceMask1_ttt_236_1_2.jpg,0.9437255859375,0.9396399345335517,0.886151756498117,0.901287284144427,0.9814017094017095
13,mask\faceMask1_ttt_6302_0_1.jpg,0.9635162353515625,0.9440400683408617,0.8940112593643336,0.9043540648401417,0.9873690394595124
14,mask\faceMask1_ttt_6342_0_1.jpg,0.9586029052734375,0.9537149193892349,0.9115249152100182,0.9259897299983435,0.9831516004220894
15,mask\faceMask1_ttt_6371_1_2.jpg,0.9540863037109375,0.9319953895179334,0.8726510919248349,0.8838734567901234,0.9856589703140686
