,imagename,accuracy,F1,jaccard,preceision,recall
0,mask\faceMask1_ttt_100_0_1.jpg,0.9650726318359375,0.962462487085718,0.9276411456028324,0.9346732067779335,0.9919548389277626
1,mask\faceMask1_ttt_117_1_2.jpg,0.9665069580078125,0.9556180116060417,0.9150081313405095,0.9324100378787878,0.9800107825654212
2,mask\faceMask1_ttt_136_1_2.jpg,0.9582672119140625,0.9218057580695885,0.8549533305048791,0.8759984785089387,0.9726680342705443
3,mask\faceMask1_ttt_160_0_1.jpg,0.9388580322265625,0.9278732787327872,0.8654511265572009,0.926389188412048,0.9293621317563913
4,mask\faceMask1_ttt_173_0_1.jpg,0.9730682373046875,0.9726199525309093,0.9466992812707616,0.9511514305652478,0.9950799898425596
5,mask\faceMask1_ttt_175_0_1.jpg,0.9636383056640625,0.9560696838418287,0.9158366885639613,0.9220894673209586,0.9926501550357922
6,mask\faceMask1_ttt_181_0_1.jpg,0.9709625244140625,0.9663310981758994,0.9348555388196631,0.9436094122525137,0.9901740391588107
7,mask\faceMask1_ttt_184_0_1.jpg,0.9613037109375,0.9571607148890166,0.9178410600317491,0.9279116992008385,0.9883136817135282
8,mask\faceMask1_ttt_196_1_2.jpg,0.9740753173828125,0.9669834236965351,0.9360773543022687,0.9428170828754405,0.9924212205823694
9,mask\faceMask1_ttt_212_0_1.jpg,0.9558563232421875,0.9466777255552483,0.8987541121299083,0.9021639851050376,0.9958121679785955
10,mask\faceMask1_ttt_214_0_1.jpg,0.9668121337890625,0.9619974490241644,0.9267775383786695,0.9599344445219332,0.9640693398704255
11,mask\faceMask1_ttt_226_1_2.jpg,0.96484375,0.955202986467569,0.9142474318892363,0.9243621585007903,0.9881728216268405
12,mask\faceMask1_ttt_236_1_2.jpg,0.95867919921875,0.9552544613350958,0.9143417473271336,0.9244003837543971,0.9882393162393163
13,mask\faceMask1_ttt_6302_0_1.jpg,0.953094482421875,0.92940474003307,0.8681196104508988,0.8752919802751103,0.9906491726231273
14,mask\faceMask1_ttt_6342_0_1.jpg,0.9646759033203125,0.9603901103601677,0.923798551678736,0.935032483758121,0.9871614491734084
15,mask\faceMask1_ttt_6371_1_2.jpg,0.9600067138671875,0.9402048684780874,0.8871571877556292,0.8992755520642403,0.9850375256943449
16,mask\faceMask1_ttt_6373_1_2.jpg,0.9677734375,0.9578980942508573,0.9191981023796771,0.9366861598440546,0.9800930080770173
17,mask\faceMask1_ttt_6375_0_1.jpg,0.971893310546875,0.9625106850653316,0.9277306967984934,0.9389667632926975,0.9872656674042838
18,mask\faceMask1_ttt_6379_0_1.jpg,0.966461181640625,0.9593895499224003,0.9219487944320159,0.9262906275643084,0.9949415596857636
19,mask\faceMask1_ttt_6391_0_1.jpg,0.9644622802734375,0.9508494249234989,0.9063040592187311,0.9385884509624198,0.9634349741265021
20,mask\faceMask1_ttt_6446_0_1.jpg,0.9526519775390625,0.9462320874703263,0.8979511296740882,0.9054851760960403,0.9908190296476395
21,mask\faceMask1_ttt_6501_0_1.jpg,0.9712982177734375,0.9670040521339485,0.9361160168455372,0.9423570036582447,0.9929749981987175
22,mask\faceMask1_ttt_6513_1_2.jpg,0.9580841064453125,0.9511548925123136,0.9068592547384126,0.9179708951125755,0.9868280264177397
23,mask\faceMask1_ttt_6514_0_1.jpg,0.9654998779296875,0.9501246332693623,0.9049880237004665,0.9291970487983777,0.972016609496299
24,mask\faceMask1_ttt_6567_0_1.jpg,0.9471282958984375,0.9561830574488802,0.9160447761194029,0.9263696951876899,0.987979198787467
25,mask\faceMask1_ttt_6591_2_3.jpg,0.9686737060546875,0.9598278054984835,0.9227585687949132,0.9403059464018709,0.9801774438494125
26,mask\faceMask1_ttt_65_0_1.jpg,0.959442138671875,0.935942545910252,0.8795977532161624,0.9151663681779622,0.9576839613335963
27,mask\faceMask1_ttt_7392_0_1.jpg,0.9782562255859375,0.9774414665421329,0.9558782549462799,0.9748950011052515,0.9800012697606502
28,mask\faceMask1_ttt_7448_0_1.jpg,0.9716644287109375,0.9722724082839354,0.9460409705070464,0.9548640642871807,0.9903272904246259
29,mask\faceMask1_ttt_7467_0_1.jpg,0.9577789306640625,0.9516013363418517,0.9076712603023124,0.919234928359016,0.9863301787592008
30,mask\faceMask1_ttt_7545_0_1.jpg,0.97198486328125,0.9661179596958737,0.9344566614308154,0.9459723175888114,0.9871403250744806
31,mask\faceMask1_ttt_7574_0_1.jpg,0.9595947265625,0.9537903113220718,0.9116626634641046,0.9382682139669024,0.969834622755341
32,mask\faceMask1_ttt_7790_0_1.jpg,0.95123291015625,0.9409263982847215,0.8884428775873503,0.8965480803099684,0.9899268823895457
33,mask\faceMask1_ttt_7985_0_1.jpg,0.9662322998046875,0.9542248422794498,0.912456980102061,0.9294809800128949,0.9803221556377236
34,mask\faceMask1_ttt_82_0_1.jpg,0.9619140625,0.9593604480771109,0.9218950464686924,0.9260388508203935,0.9951695716795028
35,mask\faceMask1_ttt_83_0_1.jpg,0.958892822265625,0.9515223493845821,0.907527546081763,0.909995181386384,0.997020891469945
36,mask\faceMask1_ttt_92_2_3.jpg,0.975128173828125,0.9709861160555358,0.9436083722539353,0.9532047249598099,0.9894435173764783
37,mask\faceMask1_ttt_96_2_3.jpg,0.97015380859375,0.9723400644832852,0.9461690885072656,0.9543372657876474,0.991035138796806
38,mask\faceMsak_caiyilin_0_0_5.jpg,0.9652252197265625,0.9442882636223628,0.8944565368406427,0.9133642296415397,0.9773796872627903
39,mask\faceMsak_chenweiting_1_0_12.jpg,0.973602294921875,0.9658575093743832,0.933969465648855,0.9534756857855362,0.9785651443653524
